"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR","H","1B","2B","3B","BB","SO","HBP","CS","OPS","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH%","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","SwStr%","HardHit%","CSW%","xBA","EV","LA","Barrel%","maxEV","xSLG","playerid"
"Khalil Lee","NYM","2","2","1","1","3","0","0.0%","0.0%","1.500",".000",".500",".500","2.000","1.036",".911","602","0.0","1.2","-1.1","0.0","1","0","0","0","0","0","0","0","2.500","1.00","0.0%","50.0%","50.0%","0.0%","100.0%","0.0%","0.0%","100.0%","66.7%","","100.0%","100.0%","66.7%","0.0%","50.0%","0.0%",".455","82.1","-0.4","50.0%","104.5","1.725","19952"
"Chadwick Tromp","ATL","1","4","0","0","3","0","0.0%","0.0%",".500",".750",".750",".750","1.250",".852",".503","467","0.0","1.7","0.0","0.2","3","1","2","0","0","0","0","0","2.000","1.00","75.0%","25.0%","0.0%","0.0%","0.0%","0.0%","50.0%","66.7%","57.1%","100.0%","100.0%","100.0%","42.9%","0.0%","50.0%","14.3%",".486","92.4","4.5","0.0%","103.5",".670","16953"
"Evan Phillips","LAD","64","1","0","0","0","0","100.0%","0.0%",".000",".000",".000","1.000",".000",".689",".689","360","0.0","0.3","0.1","0.0","0","0","0","0","1","0","0","0","1.000","0.00","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","","","","20.0%","0.0%","","20.0%","","","","","","","17734"
"Otto Lopez","TOR","8","10","0","0","3","0","10.0%","10.0%",".000",".750",".667",".700",".667",".599",".302","307","-0.2","2.1","-1.1","0.1","6","6","0","0","1","1","0","1","1.367","4.00","37.5%","50.0%","12.5%","0.0%","0.0%","25.0%","22.7%","64.3%","38.9%","100.0%","100.0%","100.0%","38.9%","0.0%","37.5%","22.2%",".283","85.5","4.2","0.0%","102.9",".308","19608"
"James Outman","LAD","4","16","1","6","3","0","12.5%","43.8%",".385","1.000",".462",".563",".846",".584",".319","288","0.6","4.1","0.1","0.5","6","3","2","0","2","7","1","0","1.409","1.00","33.3%","33.3%","33.3%","0.0%","50.0%","0.0%","30.3%","70.0%","49.2%","20.0%","81.0%","61.3%","47.6%","19.0%","83.3%","34.9%",".218","99.6","16.5","0.0%","109.5",".324","24770"
"Matt Carpenter","NYY","47","154","15","28","37","0","12.3%","22.7%",".422",".304",".305",".412",".727",".472",".362","217","-0.9","19.4","-2.5","2.3","39","15","9","0","19","35","5","0","1.138","0.43","23.9%","22.8%","53.3%","2.0%","30.6%","4.8%","20.7%","64.6%","41.1%","62.5%","85.3%","79.1%","46.5%","8.6%","42.1%","27.4%",".231","89.8","22.4","13.7%","107.7",".485","8090"
"Aaron Judge","NYY","157","696","62","133","131","16","15.9%","25.1%",".375",".340",".311",".425",".686",".458",".463","207","2.1","86.1","0.5","11.4","177","87","28","0","111","175","6","3","1.111","0.86","19.3%","37.3%","43.5%","4.6%","35.6%","7.4%","26.8%","67.6%","42.5%","51.7%","85.2%","72.2%","38.5%","11.8%","60.9%","28.7%",".305","95.8","14.9","26.2%","118.4",".706","15640"
"Joe Dunand","MIA","3","11","1","2","1","0","0.0%","27.3%",".400",".333",".300",".364",".700",".449",".205","197","0.1","1.3","0.5","0.2","3","1","1","0","0","3","1","0","1.064","0.20","14.3%","14.3%","71.4%","20.0%","20.0%","0.0%","25.0%","73.9%","48.9%","50.0%","88.2%","78.3%","48.9%","10.6%","28.6%","25.5%",".131","85.9","40.1","0.0%","99.0",".232","19727"
"David Hensley","HOU","16","34","1","7","5","0","14.7%","17.6%",".241",".409",".345",".441",".586",".440",".353","194","-1.1","2.4","-1.8","0.2","10","6","2","1","5","6","0","0","1.027","1.71","17.4%","52.2%","30.4%","0.0%","14.3%","8.3%","20.0%","66.1%","40.1%","81.3%","78.0%","78.9%","43.7%","8.5%","39.1%","29.6%",".254","90.3","-0.4","4.3%","104.9",".432","25111"
"Dalton Guthrie","PHI","14","28","1","3","5","1","21.4%","25.0%",".143",".462",".333",".500",".476",".437",".363","184","0.2","3.0","-1.0","0.3","7","6","0","0","6","7","1","0",".976","1.50","28.6%","42.9%","28.6%","0.0%","25.0%","33.3%","23.6%","66.7%","40.8%","52.9%","75.0%","67.3%","40.0%","13.3%","14.3%","30.8%",".237","76.8","8.1","7.1%","102.3",".344","21293"
"Yordan Alvarez","HOU","135","561","37","95","97","1","13.9%","18.9%",".306",".320",".306",".406",".613",".427",".462","185","-0.6","52.8","-7.5","6.6","144","76","29","2","78","106","6","1","1.019","0.99","21.6%","39.1%","39.4%","2.1%","25.3%","4.8%","27.5%","66.8%","42.6%","62.5%","89.6%","78.8%","38.5%","9.0%","59.8%","25.6%",".329","95.2","12.3","21.0%","117.4",".672","19556"
"Livan Soto","LAA","18","59","1","9","9","1","3.4%","22.0%",".182",".500",".400",".414",".582",".424",".283","181","0.6","6.0","-1.0","0.7","22","15","5","1","2","13","0","1",".996","0.75","33.3%","28.6%","38.1%","12.5%","6.3%","0.0%","29.7%","71.4%","49.3%","68.6%","92.0%","84.5%","47.1%","7.6%","15.9%","22.9%",".281","83.8","19.8","0.0%","101.2",".334","22471"
"Rob Brantly","NYY","1","3","0","0","0","0","0.0%","0.0%",".333",".333",".333",".333",".667",".420",".333","181","0.0","0.3","0.1","0.0","1","0","1","0","0","0","0","0","1.000","1.00","33.3%","33.3%","33.3%","0.0%","0.0%","0.0%","75.0%","80.0%","77.8%","100.0%","75.0%","85.7%","55.6%","11.1%","66.7%","11.1%",".339","82.5","-4.1","0.0%","96.3",".437","10655"
"Paul Goldschmidt","STL","151","651","35","106","115","7","12.1%","21.7%",".260",".368",".317",".404",".578",".419",".367","177","3.0","61.6","-15.8","7.1","178","102","41","0","79","141","5","0",".981","0.99","18.9%","40.3%","40.8%","10.4%","20.2%","6.4%","27.6%","61.7%","41.7%","67.7%","81.8%","76.3%","41.2%","9.9%","46.9%","29.5%",".261","90.7","15.7","11.5%","112.3",".482","9218"
"Mike Trout","LAA","119","499","40","85","80","1","10.8%","27.9%",".347",".323",".283",".369",".630",".418",".395","176","-0.3","42.4","-0.7","6.0","124","54","28","2","54","139","6","0",".999","0.44","18.7%","24.7%","56.7%","7.6%","23.5%","10.8%","26.3%","67.9%","43.4%","60.7%","79.6%","72.9%","41.1%","11.8%","50.3%","29.1%",".265","91.6","24.6","19.7%","114.4",".583","10155"
"Sean Bouchard","COL","27","97","3","9","11","0","21.6%","25.8%",".203",".404",".297",".454",".500",".417",".360","158","0.2","6.6","-2.3","0.8","22","13","6","0","21","25","1","0",".954","1.18","26.0%","40.0%","34.0%","0.0%","17.6%","5.0%","23.8%","59.0%","37.8%","63.3%","81.6%","74.7%","39.7%","9.6%","40.0%","30.1%",".244","89.8","15.3","2.0%","107.9",".349","21270"
"Tom Murphy","SEA","14","42","1","9","1","0","19.0%","31.0%",".152",".474",".303",".439",".455",".397",".420","168","-0.5","2.8","0.7","0.5","10","7","2","0","8","13","0","0",".894","1.00","30.0%","35.0%","35.0%","0.0%","14.3%","28.6%","30.4%","68.2%","44.2%","54.3%","82.2%","70.0%","36.5%","13.3%","57.1%","29.8%",".290","94.3","13.4","19.0%","110.5",".536","13499"
"Jose Altuve","HOU","141","604","28","103","57","18","10.9%","14.4%",".233",".315",".300",".387",".533",".397",".354","164","-1.5","41.8","1.6","6.6","158","91","39","0","66","87","10","1",".921","1.06","20.4%","41.0%","38.7%","12.0%","16.8%","9.6%","31.4%","65.0%","43.8%","76.8%","91.0%","84.6%","36.9%","6.8%","29.5%","24.0%",".269","85.9","16.1","7.7%","109.8",".440","5417"
"Joey Meneses","WSN","56","240","13","33","34","1","6.3%","21.7%",".239",".371",".324",".367",".563",".395",".332","156","-2.8","12.8","-6.6","1.5","72","45","14","0","15","52","1","0",".930","1.51","25.6%","44.8%","29.7%","3.9%","25.5%","2.6%","33.1%","68.2%","48.4%","66.9%","86.4%","78.9%","43.6%","10.2%","47.1%","28.0%",".267","91.4","9.5","9.9%","110.9",".457","14366"
"Brian O'Keefe","SEA","2","4","0","0","0","0","25.0%","50.0%",".000","1.000",".333",".500",".333",".393",".379","165","0.0","0.3","-0.1","0.0","1","1","0","0","1","2","0","0",".833","0.00","100.0%","0.0%","0.0%","0.0%","0.0%","0.0%","22.2%","50.0%","30.8%","0.0%","100.0%","50.0%","30.8%","15.4%","0.0%","38.5%",".290","87.6","17.0","0.0%","87.6",".333","16680"
"Liover Peguero","PIT","1","4","0","0","0","0","25.0%","50.0%",".000","1.000",".333",".500",".333",".393",".297","156","0.0","0.3","0.2","0.1","1","1","0","0","1","2","0","0",".833","1.00","0.0%","100.0%","0.0%","0.0%","0.0%","0.0%","45.5%","80.0%","56.3%","40.0%","100.0%","66.7%","31.3%","18.8%","100.0%","25.0%",".181","106.7","3.5","0.0%","106.7",".200","24273"
"Freddie Freeman","LAD","159","708","21","117","100","13","11.9%","14.4%",".186",".359",".325",".407",".511",".393",".403","157","5.4","52.6","-8.8","7.1","199","129","47","2","84","102","5","3",".918","1.14","27.5%","38.7%","33.8%","3.4%","12.0%","5.5%","31.3%","76.1%","49.3%","75.0%","88.0%","83.1%","40.1%","8.3%","48.0%","20.6%",".313","91.3","13.6","10.1%","112.3",".538","5361"
"Will Brennan","CLE","11","45","1","6","8","2","4.4%","8.9%",".143",".378",".357",".400",".500",".385",".320","155","0.4","3.2","-1.3","0.3","15","12","1","1","2","4","1","1",".900","1.82","18.4%","52.6%","28.9%","0.0%","9.1%","0.0%","52.3%","78.1%","63.3%","75.6%","90.0%","83.2%","42.7%","10.7%","42.1%","22.7%",".282","89.8","5.4","5.3%","108.8",".415","25660"
"Manny Machado","SDP","150","644","32","100","102","9","9.8%","20.7%",".234",".337",".298",".366",".531",".382",".338","152","3.0","41.9","6.9","7.4","172","102","37","1","63","133","1","1",".898","0.91","20.6%","37.8%","41.6%","15.1%","17.2%","5.9%","34.2%","77.0%","50.8%","64.3%","85.6%","76.8%","38.8%","11.8%","49.0%","24.3%",".264","91.5","16.0","9.8%","112.4",".447","11493"
"Canaan Smith-Njigba","PIT","3","7","0","1","0","0","14.3%","0.0%",".200",".200",".200",".429",".400",".381",".401","148","-0.2","0.2","-0.9","-0.1","1","0","1","0","1","0","1","0",".829","3.00","20.0%","60.0%","20.0%","0.0%","0.0%","0.0%","27.8%","66.7%","40.7%","60.0%","100.0%","81.8%","33.3%","7.4%","80.0%","22.2%",".213","93.3","0.7","20.0%","107.1",".446","23264"
"Rob Refsnyder","BOS","57","177","6","25","21","1","8.5%","26.0%",".190",".394",".307",".384",".497",".381",".374","146","1.7","10.9","-3.8","1.3","47","30","11","0","15","46","6","1",".881","1.08","28.2%","37.3%","34.5%","2.6%","15.8%","7.3%","27.3%","62.7%","42.5%","71.9%","82.2%","78.5%","42.9%","9.2%","44.5%","29.6%",".286","89.9","13.1","10.9%","109.9",".472","13770"
"Nolan Arenado","STL","148","620","30","73","103","5","8.4%","11.6%",".241",".290",".293",".358",".533",".381",".339","151","-1.6","35.3","13.5","7.3","163","90","42","1","52","72","7","3",".891","0.59","20.4%","29.7%","49.9%","16.8%","12.3%","5.5%","36.1%","68.0%","48.4%","72.1%","90.8%","82.3%","38.6%","8.6%","38.9%","24.1%",".265","88.7","21.7","8.2%","111.4",".445","9777"
"Albert Pujols","STL","109","351","24","42","68","1","8.0%","15.7%",".280",".252",".270",".345",".550",".380",".365","151","-6.6","14.0","-8.6","1.8","83","45","14","0","28","55","10","2",".895","0.84","16.7%","38.0%","45.3%","13.7%","20.5%","5.1%","36.9%","65.8%","48.2%","69.0%","91.1%","80.8%","39.3%","9.2%","47.3%","25.8%",".262","91.2","16.4","12.0%","111.7",".499","1177"
"Austin Riley","ATL","159","693","38","90","93","2","8.2%","24.2%",".255",".315",".273",".349",".528",".377",".378","142","-1.7","32.5","-3.1","5.5","168","89","39","2","57","168","17","0",".878","0.98","23.5%","37.9%","38.6%","9.2%","21.8%","4.7%","34.5%","77.3%","51.6%","57.5%","85.9%","74.4%","39.9%","13.2%","50.8%","25.4%",".271","92.5","12.9","15.7%","115.9",".531","18360"
"Juan Soto","- - -","153","664","27","93","62","6","20.3%","14.5%",".210",".249",".242",".401",".452",".376",".401","145","-2.4","32.0","-17.7","3.8","127","73","25","2","135","96","4","2",".853","1.28","16.2%","47.1%","36.8%","10.8%","17.2%","5.0%","19.9%","59.1%","35.3%","71.0%","89.2%","83.0%","39.2%","6.0%","47.3%","25.9%",".266","91.0","9.1","12.4%","113.2",".501","20123"
"Mookie Betts","LAD","142","639","35","117","82","12","8.6%","16.3%",".264",".272",".269",".340",".533",".373",".344","144","4.3","37.2","4.1","6.6","154","76","40","3","55","104","8","2",".873","0.71","18.6%","33.7%","47.7%","6.2%","15.6%","6.9%","26.0%","69.6%","44.2%","67.6%","93.9%","84.9%","41.7%","6.7%","44.7%","23.9%",".254","90.5","18.6","9.7%","109.0",".465","13611"
"Joc Pederson","SFG","134","433","23","57","70","3","9.7%","23.1%",".247",".310",".274",".353",".521",".373",".367","144","0.4","22.6","-17.6","2.1","104","59","19","3","42","100","7","2",".874","0.80","18.9%","36.1%","45.0%","3.2%","18.3%","13.9%","31.7%","67.0%","45.7%","62.1%","89.1%","77.8%","39.7%","10.1%","51.8%","26.2%",".266","93.1","14.8","15.1%","112.8",".502","11899"
"Rafael Devers","BOS","141","614","27","84","88","3","8.1%","18.6%",".225",".329",".295",".358",".521",".373",".361","140","-1.2","26.8","0.1","4.9","164","94","42","1","50","114","6","1",".879","1.13","20.3%","42.2%","37.5%","11.4%","16.3%","4.8%","40.3%","77.3%","54.5%","66.2%","80.4%","74.0%","38.4%","14.2%","50.9%","25.1%",".282","93.1","11.3","11.5%","113.7",".497","17350"
"Austin Dean","SFG","3","9","0","1","0","0","11.1%","0.0%",".000",".375",".375",".444",".375",".371",".317","143","0.0","0.4","0.0","0.1","3","3","0","0","1","0","0","0",".819","7.00","0.0%","87.5%","12.5%","0.0%","0.0%","0.0%","28.6%","80.0%","42.1%","100.0%","87.5%","93.8%","26.3%","2.6%","25.0%","18.4%",".285","83.6","-4.1","0.0%","110.2",".319","18288"
"Oswald Peraza","NYY","18","57","1","8","2","2","10.5%","15.8%",".122",".359",".306",".404",".429",".371",".343","146","-0.7","2.3","-0.1","0.4","15","11","3","0","6","9","2","0",".832","2.09","15.0%","57.5%","27.5%","36.4%","9.1%","8.7%","26.4%","76.7%","49.4%","65.2%","91.1%","83.5%","45.6%","8.1%","30.0%","23.8%",".276","81.6","5.4","5.0%","104.6",".374","22823"
"Conner Capel","- - -","22","59","3","7","11","1","8.5%","16.9%",".212",".317",".308",".356",".519",".371",".339","149","-0.3","3.0","1.6","0.7","16","12","0","1","5","10","0","1",".875","1.27","22.7%","43.2%","34.1%","0.0%","20.0%","5.3%","28.7%","65.1%","44.6%","64.1%","87.0%","78.7%","43.8%","9.5%","31.8%","29.3%",".286","87.6","7.9","6.8%","108.5",".438","19983"
"Tyler Stephenson","CIN","50","183","6","24","35","1","6.6%","25.7%",".163",".409",".319",".372",".482",".370",".318","134","0.6","7.7","0.8","1.5","53","38","9","0","12","47","3","0",".854","1.39","28.9%","41.3%","29.8%","11.1%","16.7%","8.0%","29.6%","64.2%","43.7%","59.4%","87.5%","76.3%","40.8%","10.4%","34.7%","28.7%",".260","87.1","11.1","6.6%","106.1",".394","17988"
"Trayce Thompson","- - -","80","255","13","36","41","4","12.5%","36.5%",".251",".374",".256",".353",".507",".370",".366","142","3.2","15.8","-0.2","2.5","56","28","14","1","32","93","2","1",".860","0.80","29.7%","31.3%","39.1%","6.0%","26.0%","7.5%","27.7%","67.2%","43.8%","48.7%","77.5%","66.7%","40.7%","14.6%","46.9%","31.9%",".251","92.3","16.3","16.4%","111.9",".496","9952"
"William Contreras","ATL","97","376","20","51","45","2","10.4%","27.7%",".228",".344",".278",".354",".506",".370",".347","138","-2.6","14.0","-3.4","2.4","93","58","14","1","39","104","1","0",".860","1.66","15.1%","53.0%","31.9%","9.5%","27.0%","9.8%","30.8%","65.3%","44.4%","55.7%","77.5%","68.4%","39.7%","14.0%","46.6%","31.8%",".243","90.4","6.1","13.4%","115.2",".479","20503"
"Royce Lewis","MIN","12","41","2","5","5","0","2.4%","12.2%",".250",".303",".300",".317",".550",".370",".319","146","0.2","2.3","0.7","0.5","12","6","4","0","1","5","0","0",".867","0.65","20.0%","31.4%","48.6%","23.5%","11.8%","0.0%","31.6%","73.8%","51.1%","79.2%","85.4%","83.3%","46.1%","8.5%","40.0%","24.8%",".274","90.7","19.4","5.7%","114.0",".445","20437"
"Eloy Jimenez","CHW","84","327","16","40","54","0","8.6%","22.0%",".205",".337",".295",".358",".500",".370",".365","144","-1.4","14.7","-8.6","1.7","86","58","12","0","28","72","3","0",".858","1.53","16.5%","50.4%","33.0%","4.1%","21.6%","7.1%","35.5%","73.1%","49.8%","62.2%","78.7%","71.4%","38.1%","14.3%","54.9%","27.8%",".266","92.8","7.4","14.7%","113.4",".512","17484"
"Kris Bryant","COL","42","181","5","28","14","0","9.4%","14.9%",".169",".338",".306",".376",".475",".370",".344","125","-0.6","4.7","-5.3","0.6","49","32","12","0","17","27","2","0",".851","1.04","21.5%","40.0%","38.5%","5.8%","9.6%","7.4%","28.8%","74.6%","47.4%","59.7%","90.5%","79.4%","40.7%","9.8%","28.9%","23.9%",".279","85.0","13.5","6.7%","107.9",".426","15429"
"Shohei Ohtani","LAA","157","666","34","90","95","11","10.8%","24.2%",".246",".320",".273",".356",".519",".370",".385","142","0.3","31.8","-16.4","3.8","160","90","30","6","72","161","5","9",".875","1.10","19.8%","42.1%","38.1%","4.3%","21.0%","5.6%","32.0%","74.5%","49.3%","62.5%","81.8%","74.3%","40.5%","12.6%","49.8%","26.2%",".278","92.9","12.1","16.8%","119.1",".552","19755"
"Ji Hwan Bae","PIT","10","37","0","5","6","3","5.4%","16.2%",".091",".407",".333",".405",".424",".370",".273","139","1.0","2.6","-1.6","0.2","11","8","3","0","2","6","2","0",".830","2.80","24.0%","56.0%","20.0%","20.0%","0.0%","7.1%","28.1%","65.1%","47.5%","87.5%","78.0%","80.7%","52.5%","9.2%","22.2%","24.2%",".236","83.2","4.4","0.0%","108.0",".261","23818"
"Bryce Harper","PHI","99","426","18","63","65","11","10.8%","20.4%",".227",".324",".286",".364",".514",".369",".380","138","-0.9","18.1","-10.0","2.4","106","59","28","1","46","87","3","4",".877","1.20","24.0%","41.5%","34.5%","4.0%","18.2%","5.0%","39.8%","82.5%","55.6%","61.3%","83.3%","73.4%","37.0%","14.8%","47.9%","23.8%",".288","92.1","11.8","12.8%","114.3",".527","11579"
"Nathaniel Lowe","TEX","157","645","27","74","76","2","7.4%","22.8%",".191",".363",".302",".358",".492",".368",".344","143","-3.9","27.2","-19.1","3.0","179","123","26","3","48","147","4","2",".851","1.57","21.3%","48.1%","30.6%","6.6%","19.9%","8.9%","34.9%","75.0%","52.2%","65.9%","86.7%","78.8%","43.1%","11.1%","44.8%","24.2%",".275","90.3","8.0","9.9%","113.0",".459","19566"
"Michael Harris II","ATL","114","441","19","75","64","20","4.8%","24.3%",".217",".361",".297",".339",".514",".368",".335","136","5.9","24.4","6.7","4.8","123","74","27","3","21","107","5","2",".853","2.07","16.7%","56.2%","27.1%","8.4%","22.9%","8.7%","41.7%","67.9%","52.2%","59.7%","86.1%","73.5%","40.3%","13.8%","45.1%","29.2%",".268","89.5","4.5","10.1%","112.8",".460","25931"
"Julio Rodriguez","SEA","132","560","28","84","75","25","7.1%","25.9%",".225",".345",".284",".345",".509",".366",".337","146","4.3","33.4","-0.5","5.3","145","89","25","3","40","145","8","7",".853","1.29","18.3%","46.0%","35.7%","10.7%","21.4%","10.1%","37.1%","71.4%","50.2%","58.6%","81.9%","71.2%","38.2%","14.4%","50.7%","29.1%",".254","92.0","10.1","13.1%","117.2",".460","23697"
"Yandy Diaz","TBR","137","558","9","71","57","3","14.0%","10.8%",".127",".323",".296",".401",".423",".366",".365","146","-5.3","23.8","-5.7","3.8","140","98","33","0","78","60","6","3",".824","1.57","18.6%","49.8%","31.6%","10.7%","6.9%","5.3%","23.1%","65.7%","41.3%","74.0%","93.2%","87.1%","42.7%","5.3%","48.6%","23.4%",".288","92.2","7.7","4.8%","114.3",".424","16578"
"Pete Alonso","NYM","160","685","40","95","131","5","9.8%","18.7%",".246",".279",".271",".352",".518",".366",".354","143","-2.5","32.0","-17.4","4.0","162","95","27","0","67","128","12","1",".869","0.82","19.9%","36.2%","43.9%","11.0%","19.0%","5.2%","36.0%","74.2%","49.9%","67.7%","87.8%","78.6%","36.2%","10.7%","44.6%","24.1%",".262","89.8","18.2","12.3%","116.5",".489","19251"
"Jeff McNeil","NYM","148","589","9","73","62","4","6.8%","10.4%",".128",".353",".326",".382",".454",".365",".323","143","2.0","31.3","4.6","5.9","174","125","39","1","40","61","11","0",".836","1.17","23.8%","41.1%","35.0%","6.6%","5.4%","7.7%","33.8%","78.9%","53.3%","79.5%","89.6%","86.0%","43.3%","7.5%","30.2%","19.0%",".280","86.9","12.8","2.7%","110.0",".389","15362"
"Jazz Chisholm Jr.","MIA","60","241","14","39","45","12","8.7%","27.4%",".282",".294",".254",".325",".535",".365",".345","139","3.1","14.1","2.4","2.6","54","26","10","4","21","66","3","5",".860","0.92","21.8%","37.4%","40.8%","8.3%","23.3%","5.5%","30.7%","67.7%","46.5%","58.7%","77.8%","70.6%","42.7%","13.7%","45.7%","30.1%",".242","90.2","15.1","16.6%","109.6",".473","20454"
"Vinnie Pasquantino","KCR","72","298","10","25","26","1","11.7%","11.4%",".155",".306",".295",".383",".450",".365",".374","137","-2.1","10.4","-5.8","1.5","76","56","10","0","35","34","3","0",".832","1.02","19.1%","40.9%","40.0%","5.6%","11.1%","4.3%","28.9%","70.5%","45.9%","74.7%","92.0%","85.5%","40.8%","6.6%","46.9%","22.8%",".289","91.2","12.1","8.8%","112.7",".476","27676"
"Garrett Mitchell","MIL","28","68","2","9","9","8","8.8%","41.2%",".148",".548",".311",".373",".459",".365",".266","136","2.2","5.1","2.3","1.0","19","14","3","0","6","28","0","0",".832","1.00","21.2%","39.4%","39.4%","0.0%","15.4%","23.1%","25.7%","70.9%","48.0%","51.3%","83.8%","75.0%","49.3%","12.0%","41.2%","30.0%",".187","92.9","9.5","11.8%","109.9",".339","27555"
"Andres Gimenez","CLE","146","557","17","66","69","20","6.1%","20.1%",".169",".353",".297",".371",".466",".364",".326","140","3.4","28.3","12.0","6.1","146","100","26","3","34","112","25","3",".837","1.41","21.1%","46.2%","32.7%","12.4%","14.0%","8.8%","40.8%","70.3%","52.5%","65.5%","83.9%","75.3%","39.9%","13.0%","37.6%","27.7%",".257","87.8","11.7","6.2%","109.9",".400","19950"
"Nick Maton","PHI","35","85","5","13","17","0","11.8%","34.1%",".264",".325",".250",".341",".514",".364",".306","135","0.9","4.3","0.0","0.8","18","10","2","1","10","29","1","0",".855","0.74","25.0%","31.8%","43.2%","15.8%","26.3%","0.0%","35.2%","71.9%","48.8%","46.9%","81.4%","65.7%","37.0%","16.7%","31.1%","32.1%",".217","86.6","18.6","6.7%","107.3",".357","21635"
"Danny Jansen","TOR","72","248","15","34","44","1","10.1%","17.7%",".256",".255",".260",".339",".516",".364",".368","140","0.8","12.0","4.8","2.6","56","31","10","0","25","44","3","0",".855","0.66","15.9%","33.5%","50.6%","22.5%","16.9%","10.2%","26.1%","69.6%","45.2%","68.1%","85.3%","79.7%","43.8%","9.2%","46.6%","26.5%",".264","90.4","22.2","13.1%","109.3",".514","16535"
"Xander Bogaerts","BOS","150","631","15","84","73","8","9.0%","18.7%",".149",".362",".307",".377",".456",".363",".323","134","4.7","28.6","9.0","6.1","171","118","38","0","57","118","10","2",".833","1.46","21.7%","46.4%","31.8%","11.3%","10.6%","9.7%","31.9%","66.0%","45.7%","66.1%","84.6%","76.9%","40.5%","10.6%","39.5%","29.2%",".259","88.1","10.2","6.5%","113.0",".383","12161"
"Jose Ramirez","CLE","157","685","29","90","126","20","10.1%","12.0%",".235",".279",".280",".355",".514",".363",".320","139","6.0","36.0","1.0","6.2","168","90","44","5","69","82","6","7",".869","0.64","17.0%","32.4%","50.6%","13.9%","10.9%","9.9%","32.3%","67.9%","46.1%","78.0%","92.3%","86.2%","38.8%","6.4%","36.6%","22.1%",".255","87.7","20.7","6.6%","114.2",".408","13510"
"Carlos Correa","MIN","136","590","22","70","64","0","10.3%","20.5%",".176",".339",".291",".366",".467",".362",".363","140","-6.0","20.7","2.0","4.4","152","105","24","1","61","121","3","1",".834","1.14","19.8%","42.7%","37.5%","8.6%","14.5%","7.5%","30.8%","64.3%","44.4%","67.9%","88.1%","79.7%","40.3%","9.0%","44.7%","27.4%",".276","89.9","11.6","11.4%","114.6",".484","14162"
"Taylor Ward","LAA","135","564","23","73","65","5","10.6%","21.3%",".192",".325",".281",".360",".473",".362",".361","137","0.7","23.9","-5.2","3.8","139","92","22","2","60","120","4","3",".833","0.81","21.8%","35.0%","43.2%","7.9%","14.0%","9.8%","23.6%","66.1%","41.4%","65.0%","87.4%","80.0%","42.0%","8.3%","42.4%","27.9%",".268","89.9","15.8","12.1%","112.6",".474","17548"
"Jose Abreu","CHW","157","679","15","85","75","0","9.1%","16.2%",".141",".350",".304",".378",".446",".361",".373","137","-1.7","26.9","-11.7","3.9","183","128","40","0","62","110","12","0",".824","1.51","20.4%","47.9%","31.7%","5.7%","9.6%","3.8%","33.6%","66.5%","47.3%","66.4%","88.4%","79.3%","41.6%","9.8%","51.7%","26.4%",".296","92.2","8.0","9.5%","113.0",".486","15676"
"Monte Harrison","LAA","9","14","1","5","3","1","14.3%","57.1%",".273",".500",".182",".357",".455",".361",".282","136","0.5","1.0","0.0","0.2","2","1","0","0","2","8","1","0",".812","2.00","0.0%","66.7%","33.3%","0.0%","100.0%","0.0%","28.6%","68.4%","41.0%","33.3%","53.8%","44.0%","31.1%","23.0%","100.0%","39.3%",".121","103.0","8.7","33.3%","107.2",".272","17216"
